# Per-city monthly history, built by scripts/import-rdc-history.mjs from
# Realtor.com's ZIP history file. One row per city per month.
# Aggregated identically to the current month (scripts/rdc-shared.mjs).
# zipCount is how many ZIPs reported that month; a change in it can move the
# median for reasons that have nothing to do with the market.
# Columns: slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
kenosha,202602,288700,188,33,105,4
kenosha,202603,344950,207,24,115,4
kenosha,202604,339900,224,24,118,4
kenosha,202605,379900,197,23,135,4
kenosha,202606,377400,215,24,161,4
pleasant-prairie,201607,276450,121,55,90,1
pleasant-prairie,201608,294200,123,52,88,1
pleasant-prairie,201609,326950,124,53,87,1
pleasant-prairie,201610,304950,122,59,82,1
pleasant-prairie,201611,292100,124,62,74,1
pleasant-prairie,201612,295000,127,76,61,1
pleasant-prairie,201701,284250,120,89,52,1
pleasant-prairie,201702,273950,115,75,58,1
pleasant-prairie,201703,289500,118,52,68,1
pleasant-prairie,201704,273950,121,39,79,1
pleasant-prairie,201705,289575,126,41,77,1
pleasant-prairie,201706,322150,130,40,73,1
pleasant-prairie,201707,329900,130,39,79,1
pleasant-prairie,201708,329900,138,53,67,1
pleasant-prairie,201709,364700,141,48,58,1
pleasant-prairie,201710,330925,142,51,59,1
pleasant-prairie,201711,307450,143,54,49,1
pleasant-prairie,201712,292450,140,61,43,1
pleasant-prairie,201801,298750,138,51,42,1
pleasant-prairie,201802,344950,139,41,41,1
pleasant-prairie,201803,350827,157,36,50,1
pleasant-prairie,201804,359250,142,35,68,1
pleasant-prairie,201805,374100,142,39,75,1
pleasant-prairie,201806,383000,150,39,77,1
pleasant-prairie,201807,369900,144,41,92,1
pleasant-prairie,201808,363686,143,43,93,1
pleasant-prairie,201809,369900,147,47,73,1
pleasant-prairie,201810,359575,136,56,63,1
pleasant-prairie,201811,335000,136,44,63,1
pleasant-prairie,201812,299900,176,21,97,1
pleasant-prairie,201901,299900,177,39,91,1
pleasant-prairie,201902,299900,177,60,97,1
pleasant-prairie,201903,338471,169,27,60,1
pleasant-prairie,201904,394900,163,48,69,1
pleasant-prairie,201905,382400,156,40,79,1
pleasant-prairie,201906,375000,149,45,92,1
pleasant-prairie,201907,373450,152,48,95,1
pleasant-prairie,201908,373995,150,50,92,1
pleasant-prairie,201909,377064,147,51,88,1
pleasant-prairie,201910,379109,145,52,84,1
pleasant-prairie,201911,388444,153,50,78,1
pleasant-prairie,201912,374750,156,54,76,1
pleasant-prairie,202001,383675,163,71,68,1
pleasant-prairie,202002,389900,164,72,69,1
pleasant-prairie,202003,392400,151,49,74,1
pleasant-prairie,202004,383200,155,44,71,1
pleasant-prairie,202005,371700,161,51,72,1
pleasant-prairie,202006,358725,159,45,77,1
pleasant-prairie,202007,364275,154,39,85,1
pleasant-prairie,202008,369900,151,39,77,1
pleasant-prairie,202009,374925,157,41,64,1
pleasant-prairie,202010,379900,158,42,59,1
pleasant-prairie,202011,404450,168,61,50,1
pleasant-prairie,202012,372400,169,53,48,1
pleasant-prairie,202101,346250,170,39,39,1
pleasant-prairie,202102,339975,171,46,33,1
pleasant-prairie,202103,354900,166,36,37,1
pleasant-prairie,202104,389709,161,29,47,1
pleasant-prairie,202105,399900,165,29,53,1
pleasant-prairie,202106,399900,172,29,57,1
pleasant-prairie,202107,424900,170,29,69,1
pleasant-prairie,202108,403675,173,35,71,1
pleasant-prairie,202109,362425,170,41,69,1
pleasant-prairie,202110,375000,182,50,54,1
pleasant-prairie,202111,467450,195,38,53,1
pleasant-prairie,202112,467175,224,61,36,1
pleasant-prairie,202201,449000,231,80,32,1
pleasant-prairie,202202,399925,206,58,39,1
pleasant-prairie,202203,437500,209,27,51,1
pleasant-prairie,202204,429000,181,26,55,1
pleasant-prairie,202205,422400,195,29,57,1
pleasant-prairie,202206,488650,203,34,63,1
pleasant-prairie,202207,467400,182,36,71,1
pleasant-prairie,202208,441175,186,50,66,1
pleasant-prairie,202209,439900,182,60,52,1
pleasant-prairie,202210,469900,191,51,49,1
pleasant-prairie,202211,449925,204,46,52,1
pleasant-prairie,202212,430000,193,53,46,1
pleasant-prairie,202301,447425,218,76,33,1
pleasant-prairie,202302,442475,215,81,31,1
pleasant-prairie,202303,447450,207,43,28,1
pleasant-prairie,202304,419900,195,38,31,1
pleasant-prairie,202305,419900,185,29,30,1
pleasant-prairie,202306,374900,189,27,27,1
pleasant-prairie,202307,469900,199,22,39,1
pleasant-prairie,202308,428100,197,33,36,1
pleasant-prairie,202309,414900,198,31,36,1
pleasant-prairie,202310,439702,190,29,36,1
pleasant-prairie,202311,564925,200,46,30,1
pleasant-prairie,202312,542950,196,39,31,1
pleasant-prairie,202401,549925,228,42,25,1
pleasant-prairie,202402,523675,219,39,26,1
pleasant-prairie,202403,549900,227,35,31,1
pleasant-prairie,202404,537400,218,39,40,1
pleasant-prairie,202405,450000,210,36,45,1
pleasant-prairie,202406,449900,204,51,40,1
pleasant-prairie,202407,463650,205,30,37,1
pleasant-prairie,202408,449900,213,29,41,1
pleasant-prairie,202409,464900,205,31,49,1
pleasant-prairie,202410,479900,204,31,55,1
pleasant-prairie,202411,459900,214,36,53,1
pleasant-prairie,202412,469900,210,54,31,1
pleasant-prairie,202501,446150,204,41,25,1
pleasant-prairie,202502,481150,225,30,25,1
pleasant-prairie,202503,484900,220,30,24,1
pleasant-prairie,202504,502425,218,29,30,1
pleasant-prairie,202505,499900,218,32,33,1
pleasant-prairie,202506,549925,220,24,43,1
pleasant-prairie,202507,519900,228,34,44,1
pleasant-prairie,202508,492450,223,29,51,1
pleasant-prairie,202509,499900,217,37,47,1
pleasant-prairie,202510,517475,223,48,45,1
pleasant-prairie,202511,484900,230,36,45,1
pleasant-prairie,202512,512250,231,53,37,1
pleasant-prairie,202601,536400,249,45,29,1
pleasant-prairie,202602,561175,266,43,30,1
pleasant-prairie,202603,600700,261,42,34,1
pleasant-prairie,202604,525725,248,34,40,1
pleasant-prairie,202605,564900,237,24,50,1
pleasant-prairie,202606,559900,245,33,51,1
twin-lakes,201607,236950,122,68,87,1
twin-lakes,201608,255060,123,82,83,1
twin-lakes,201609,253300,119,96,75,1
twin-lakes,201610,269150,119,107,61,1
twin-lakes,201611,274950,121,78,50,1
twin-lakes,201612,279900,126,68,48,1
twin-lakes,201701,268675,126,73,52,1
twin-lakes,201702,252400,128,75,57,1
twin-lakes,201703,249900,132,65,61,1
twin-lakes,201704,262400,135,60,73,1
twin-lakes,201705,259900,132,67,76,1
twin-lakes,201706,249900,128,71,74,1
twin-lakes,201707,249500,128,68,75,1
twin-lakes,201708,259700,131,64,58,1
twin-lakes,201709,254500,134,64,67,1
twin-lakes,201710,259000,130,53,70,1
twin-lakes,201711,269650,132,71,58,1
twin-lakes,201712,269900,139,84,43,1
twin-lakes,201801,274000,146,99,39,1
twin-lakes,201802,289975,154,96,39,1
twin-lakes,201803,297000,153,46,48,1
twin-lakes,201804,295000,154,37,53,1
twin-lakes,201805,299900,150,37,61,1
twin-lakes,201806,284900,148,39,70,1
twin-lakes,201807,262425,141,50,79,1
twin-lakes,201808,246225,143,62,74,1
twin-lakes,201809,254950,143,73,75,1
twin-lakes,201810,261983,143,80,62,1
twin-lakes,201811,265925,143,76,49,1
twin-lakes,201812,264900,145,74,43,1
twin-lakes,201901,249700,148,71,35,1
twin-lakes,201902,261925,149,85,39,1
twin-lakes,201903,269100,151,62,43,1
twin-lakes,201904,279900,155,46,50,1
twin-lakes,201905,287150,168,36,67,1
twin-lakes,201906,299000,160,44,71,1
twin-lakes,201907,297000,161,50,77,1
twin-lakes,201908,294291,155,57,78,1
twin-lakes,201909,293227,151,65,76,1
twin-lakes,201910,292425,149,72,75,1
twin-lakes,201911,292450,148,78,65,1
twin-lakes,201912,295050,142,78,48,1
twin-lakes,202001,311150,141,79,39,1
twin-lakes,202002,299900,148,62,42,1
twin-lakes,202003,297400,157,42,49,1
twin-lakes,202004,289675,151,55,45,1
twin-lakes,202005,289450,155,60,46,1
twin-lakes,202006,303675,165,47,47,1
twin-lakes,202007,307450,157,48,41,1
twin-lakes,202008,324450,156,42,41,1
twin-lakes,202009,334450,156,40,44,1
twin-lakes,202010,311900,165,43,46,1
twin-lakes,202011,325925,171,39,41,1
twin-lakes,202012,325500,169,47,37,1
twin-lakes,202101,354900,173,66,29,1
twin-lakes,202102,362400,171,76,23,1
twin-lakes,202103,374400,171,42,24,1
twin-lakes,202104,376400,168,34,24,1
twin-lakes,202105,376400,169,41,28,1
twin-lakes,202106,380975,178,41,27,1
twin-lakes,202107,359000,178,31,36,1
twin-lakes,202108,364175,182,40,39,1
twin-lakes,202109,374500,174,32,47,1
twin-lakes,202110,374500,184,41,43,1
twin-lakes,202111,366675,188,41,41,1
twin-lakes,202112,335925,197,48,37,1
twin-lakes,202201,369900,200,73,31,1
twin-lakes,202202,420000,220,66,25,1
twin-lakes,202203,434425,218,63,24,1
twin-lakes,202204,425000,208,29,26,1
twin-lakes,202205,418725,205,30,29,1
twin-lakes,202206,425000,209,31,32,1
twin-lakes,202207,439900,203,29,37,1
twin-lakes,202208,426150,196,50,37,1
twin-lakes,202209,393450,201,42,36,1
twin-lakes,202210,398450,211,30,37,1
twin-lakes,202211,442425,215,56,30,1
twin-lakes,202212,455000,205,65,24,1
twin-lakes,202301,446250,203,61,21,1
twin-lakes,202302,414350,193,45,21,1
twin-lakes,202303,385625,189,41,17,1
twin-lakes,202304,388700,189,24,14,1
twin-lakes,202305,390950,204,23,19,1
twin-lakes,202306,420500,214,22,29,1
twin-lakes,202307,403950,213,29,35,1
twin-lakes,202308,403225,223,42,31,1
twin-lakes,202309,406000,214,39,30,1
twin-lakes,202310,418450,207,41,27,1
twin-lakes,202311,407288,199,53,22,1
twin-lakes,202312,399900,214,65,19,1
twin-lakes,202401,447400,192,78,19,1
twin-lakes,202402,494400,210,38,24,1
twin-lakes,202403,489900,227,44,21,1
twin-lakes,202404,484900,226,68,21,1
twin-lakes,202405,489450,230,42,30,1
twin-lakes,202406,477000,231,40,29,1
twin-lakes,202407,468875,237,37,26,1
twin-lakes,202408,465500,232,38,28,1
twin-lakes,202409,411100,238,33,24,1
twin-lakes,202410,361150,212,33,27,1
twin-lakes,202411,358900,207,36,22,1
twin-lakes,202412,399900,229,49,20,1
twin-lakes,202501,406975,204,62,13,1
twin-lakes,202502,421725,195,66,18,1
twin-lakes,202503,459450,198,42,19,1
twin-lakes,202504,435950,213,31,27,1
twin-lakes,202505,406950,218,23,34,1
twin-lakes,202506,399000,236,38,39,1
twin-lakes,202507,374900,238,41,33,1
twin-lakes,202508,375000,232,40,32,1
twin-lakes,202509,414900,232,41,36,1
twin-lakes,202510,414900,259,40,32,1
twin-lakes,202511,444900,240,32,27,1
twin-lakes,202512,439900,256,51,27,1
twin-lakes,202601,537900,273,72,22,1
twin-lakes,202602,474675,283,47,28,1
twin-lakes,202603,449000,282,48,27,1
twin-lakes,202604,444450,264,50,30,1
twin-lakes,202605,449000,259,35,35,1
twin-lakes,202606,427425,255,40,33,1
lake-geneva,201607,289000,138,87,386,1
lake-geneva,201608,289000,138,96,403,1
lake-geneva,201609,289000,138,96,387,1
lake-geneva,201610,285000,137,99,364,1
lake-geneva,201611,289675,138,110,327,1
lake-geneva,201612,285000,135,121,290,1
lake-geneva,201701,289450,138,124,261,1
lake-geneva,201702,310700,138,98,273,1
lake-geneva,201703,295750,140,79,286,1
lake-geneva,201704,289000,141,68,317,1
lake-geneva,201705,299475,144,57,347,1
lake-geneva,201706,313839,143,57,374,1
lake-geneva,201707,299500,144,70,347,1
lake-geneva,201708,299900,145,79,339,1
lake-geneva,201709,299900,147,92,317,1
lake-geneva,201710,299975,151,94,302,1
lake-geneva,201711,299900,151,99,289,1
lake-geneva,201712,299000,151,124,253,1
lake-geneva,201801,287950,151,115,216,1
lake-geneva,201802,312750,151,108,225,1
lake-geneva,201803,300000,153,74,258,1
lake-geneva,201804,300000,153,67,267,1
lake-geneva,201805,301995,153,65,296,1
lake-geneva,201806,299900,155,66,317,1
lake-geneva,201807,299000,157,76,322,1
lake-geneva,201808,299000,157,79,324,1
lake-geneva,201809,303990,158,79,325,1
lake-geneva,201810,301725,159,86,304,1
lake-geneva,201811,308968,159,92,272,1
lake-geneva,201812,308990,160,109,246,1
lake-geneva,201901,315970,164,122,211,1
lake-geneva,201902,328000,167,117,222,1
lake-geneva,201903,333000,167,101,235,1
lake-geneva,201904,337000,168,75,255,1
lake-geneva,201905,346175,170,61,265,1
lake-geneva,201906,339250,168,61,281,1
lake-geneva,201907,348200,168,64,285,1
lake-geneva,201908,343296,165,69,284,1
lake-geneva,201909,334816,162,70,289,1
lake-geneva,201910,326610,160,71,285,1
lake-geneva,201911,325000,163,78,233,1
lake-geneva,201912,327000,168,109,203,1
lake-geneva,202001,309740,166,116,184,1
lake-geneva,202002,325000,169,109,199,1
lake-geneva,202003,335081,170,69,210,1
lake-geneva,202004,338225,172,71,202,1
lake-geneva,202005,335000,172,79,211,1
lake-geneva,202006,370475,169,76,225,1
lake-geneva,202007,366000,169,55,211,1
lake-geneva,202008,349000,173,50,197,1
lake-geneva,202009,331000,174,45,210,1
lake-geneva,202010,327400,176,55,178,1
lake-geneva,202011,339150,177,63,155,1
lake-geneva,202012,319450,176,73,136,1
lake-geneva,202101,299000,176,79,126,1
lake-geneva,202102,325000,177,66,140,1
lake-geneva,202103,329000,183,55,133,1
lake-geneva,202104,335450,188,48,148,1
lake-geneva,202105,390950,200,48,150,1
lake-geneva,202106,375700,201,45,148,1
lake-geneva,202107,399900,210,44,158,1
lake-geneva,202108,399725,207,41,184,1
lake-geneva,202109,397475,203,56,180,1
lake-geneva,202110,419900,215,67,151,1
lake-geneva,202111,429250,215,55,119,1
lake-geneva,202112,427000,204,60,104,1
lake-geneva,202201,399000,205,70,85,1
lake-geneva,202202,397225,213,60,77,1
lake-geneva,202203,430725,216,29,81,1
lake-geneva,202204,450000,224,32,91,1
lake-geneva,202205,511600,230,36,97,1
lake-geneva,202206,539375,231,36,111,1
lake-geneva,202207,559000,231,44,119,1
lake-geneva,202208,558975,224,47,120,1
lake-geneva,202209,500450,220,50,127,1
lake-geneva,202210,505900,220,48,114,1
lake-geneva,202211,499450,237,55,106,1
lake-geneva,202212,550000,251,72,89,1
lake-geneva,202301,555575,257,92,72,1
lake-geneva,202302,555949,248,95,75,1
lake-geneva,202303,537450,248,42,92,1
lake-geneva,202304,574397,250,36,108,1
lake-geneva,202305,566050,251,40,126,1
lake-geneva,202306,570199,256,43,146,1
lake-geneva,202307,599000,257,53,138,1
lake-geneva,202308,550500,249,62,132,1
lake-geneva,202309,549000,260,44,144,1
lake-geneva,202310,542225,267,55,140,1
lake-geneva,202311,559350,283,66,126,1
lake-geneva,202312,568000,287,70,105,1
lake-geneva,202401,587074,287,79,95,1
lake-geneva,202402,598000,287,65,105,1
lake-geneva,202403,538200,274,38,149,1
lake-geneva,202404,506625,270,43,176,1
lake-geneva,202405,525000,273,61,179,1
lake-geneva,202406,512450,274,69,196,1
lake-geneva,202407,509182,273,54,168,1
lake-geneva,202408,517000,267,58,171,1
lake-geneva,202409,536625,271,55,164,1
lake-geneva,202410,580725,271,56,159,1
lake-geneva,202411,599900,270,63,149,1
lake-geneva,202412,665150,271,78,124,1
lake-geneva,202501,666400,271,80,124,1
lake-geneva,202502,669875,274,58,137,1
lake-geneva,202503,632250,276,59,144,1
lake-geneva,202504,630300,275,62,146,1
lake-geneva,202505,615000,280,50,168,1
lake-geneva,202506,562625,280,43,179,1
lake-geneva,202507,599603,283,52,169,1
lake-geneva,202508,592600,290,59,159,1
lake-geneva,202509,574950,296,58,169,1
lake-geneva,202510,634150,290,58,150,1
lake-geneva,202511,669250,288,64,124,1
lake-geneva,202512,660000,284,76,115,1
lake-geneva,202601,660000,289,87,100,1
lake-geneva,202602,624900,279,80,107,1
lake-geneva,202603,599728,279,43,141,1
lake-geneva,202604,592750,279,45,150,1
lake-geneva,202605,589450,284,57,167,1
lake-geneva,202606,590500,289,60,162,1
elkhorn,201607,239900,129,63,207,1
elkhorn,201608,239900,131,72,212,1
elkhorn,201609,246725,136,86,204,1
elkhorn,201610,249000,142,95,175,1
elkhorn,201611,247475,144,114,147,1
elkhorn,201612,245000,144,118,135,1
elkhorn,201701,243724,144,116,114,1
elkhorn,201702,249900,148,119,117,1
elkhorn,201703,244475,147,81,128,1
elkhorn,201704,239900,145,52,142,1
elkhorn,201705,240700,136,54,137,1
elkhorn,201706,261150,143,54,140,1
elkhorn,201707,275000,144,66,146,1
elkhorn,201708,265700,144,64,161,1
elkhorn,201709,267000,146,68,160,1
elkhorn,201710,257425,142,71,152,1
elkhorn,201711,249900,143,80,154,1
elkhorn,201712,249000,147,92,123,1
elkhorn,201801,253650,150,119,104,1
elkhorn,201802,257400,155,112,113,1
elkhorn,201803,264900,156,74,118,1
elkhorn,201804,288175,163,53,119,1
elkhorn,201805,299800,163,52,127,1
elkhorn,201806,299000,162,53,132,1
elkhorn,201807,279000,152,57,133,1
elkhorn,201808,279675,149,65,126,1
elkhorn,201809,293200,146,77,112,1
elkhorn,201810,284000,142,72,113,1
elkhorn,201811,286950,154,68,111,1
elkhorn,201812,286900,151,78,99,1
elkhorn,201901,289675,155,95,94,1
elkhorn,201902,280700,155,95,99,1
elkhorn,201903,279000,157,65,111,1
elkhorn,201904,302000,166,63,124,1
elkhorn,201905,307200,168,62,121,1
elkhorn,201906,284500,155,54,122,1
elkhorn,201907,279975,159,44,136,1
elkhorn,201908,279008,159,49,139,1
elkhorn,201909,278344,155,57,131,1
elkhorn,201910,277828,153,63,124,1
elkhorn,201911,269000,155,71,113,1
elkhorn,201912,307175,166,77,90,1
elkhorn,202001,308675,159,88,78,1
elkhorn,202002,305000,162,90,83,1
elkhorn,202003,292175,163,45,93,1
elkhorn,202004,299675,164,57,99,1
elkhorn,202005,299000,163,64,100,1
elkhorn,202006,299900,163,67,92,1
elkhorn,202007,329675,159,45,106,1
elkhorn,202008,334900,157,45,102,1
elkhorn,202009,336950,152,44,106,1
elkhorn,202010,314900,163,45,101,1
elkhorn,202011,315950,172,52,84,1
elkhorn,202012,321200,177,68,68,1
elkhorn,202101,325000,185,86,56,1
elkhorn,202102,330400,193,86,45,1
elkhorn,202103,311200,181,62,44,1
elkhorn,202104,294900,175,35,42,1
elkhorn,202105,319900,167,29,48,1
elkhorn,202106,324500,179,24,76,1
elkhorn,202107,320000,175,31,72,1
elkhorn,202108,346400,176,39,67,1
elkhorn,202109,345400,174,36,69,1
elkhorn,202110,334950,173,51,61,1
elkhorn,202111,330000,174,50,56,1
elkhorn,202112,309950,176,74,44,1
elkhorn,202201,299999,183,94,28,1
elkhorn,202202,375950,209,30,27,1
elkhorn,202203,354900,193,34,30,1
elkhorn,202204,339900,210,31,35,1
elkhorn,202205,343175,211,28,34,1
elkhorn,202206,372450,214,31,43,1
elkhorn,202207,349900,186,31,49,1
elkhorn,202208,362450,189,30,50,1
elkhorn,202209,385000,193,43,55,1
elkhorn,202210,354850,192,46,55,1
elkhorn,202211,325000,188,44,52,1
elkhorn,202212,327500,196,52,39,1
elkhorn,202301,324925,197,68,34,1
elkhorn,202302,322500,205,70,34,1
elkhorn,202303,349900,215,33,37,1
elkhorn,202304,375000,220,31,35,1
elkhorn,202305,410700,226,34,33,1
elkhorn,202306,398750,213,27,44,1
elkhorn,202307,429900,211,36,56,1
elkhorn,202308,426225,205,38,54,1
elkhorn,202309,429900,232,44,48,1
elkhorn,202310,440975,231,37,44,1
elkhorn,202311,415000,216,36,51,1
elkhorn,202312,397350,198,57,39,1
elkhorn,202401,407450,223,79,34,1
elkhorn,202402,439150,234,54,42,1
elkhorn,202403,430000,226,37,36,1
elkhorn,202404,404450,227,35,34,1
elkhorn,202405,404900,228,28,47,1
elkhorn,202406,426000,242,32,55,1
elkhorn,202407,443675,231,41,59,1
elkhorn,202408,464950,221,50,52,1
elkhorn,202409,436838,239,37,53,1
elkhorn,202410,435725,241,46,48,1
elkhorn,202411,414000,238,59,42,1
elkhorn,202412,424750,237,50,28,1
elkhorn,202501,412425,230,54,30,1
elkhorn,202502,416550,222,48,31,1
elkhorn,202503,424900,221,37,44,1
elkhorn,202504,414950,232,38,50,1
elkhorn,202505,439900,237,39,50,1
elkhorn,202506,449000,225,45,55,1
elkhorn,202507,426150,220,40,65,1
elkhorn,202508,429950,236,37,67,1
elkhorn,202509,425000,256,42,72,1
elkhorn,202510,418175,253,47,70,1
elkhorn,202511,418500,258,52,61,1
elkhorn,202512,421725,256,69,47,1
elkhorn,202601,434800,256,87,36,1
elkhorn,202602,519000,262,78,32,1
elkhorn,202603,613725,272,38,37,1
elkhorn,202604,459625,256,36,45,1
elkhorn,202605,434450,248,37,49,1
elkhorn,202606,435000,251,37,57,1
delavan,201607,197000,130,79,198,1
delavan,201608,197200,136,92,193,1
delavan,201609,199600,135,101,178,1
delavan,201610,192500,131,101,159,1
delavan,201611,189475,132,89,141,1
delavan,201612,199500,132,106,124,1
delavan,201701,189900,136,106,110,1
delavan,201702,187450,132,89,121,1
delavan,201703,189900,132,66,130,1
delavan,201704,199000,140,60,146,1
delavan,201705,199000,142,64,161,1
delavan,201706,209900,145,62,165,1
delavan,201707,209000,141,67,170,1
delavan,201708,199000,136,75,161,1
delavan,201709,201950,134,89,153,1
delavan,201710,200975,132,95,145,1
delavan,201711,203950,129,110,127,1
delavan,201712,199450,132,114,117,1
delavan,201801,206000,139,113,99,1
delavan,201802,206175,144,102,109,1
delavan,201803,199900,140,69,120,1
delavan,201804,187000,131,60,133,1
delavan,201805,190550,137,60,135,1
delavan,201806,199999,140,68,145,1
delavan,201807,210750,139,69,144,1
delavan,201808,220150,136,69,151,1
delavan,201809,220450,143,68,146,1
delavan,201810,219900,145,72,135,1
delavan,201811,204900,144,79,119,1
delavan,201812,217450,143,102,99,1
delavan,201901,212425,140,107,95,1
delavan,201902,228000,142,86,89,1
delavan,201903,229386,144,63,97,1
delavan,201904,234675,149,53,103,1
delavan,201905,237000,161,59,100,1
delavan,201906,237450,158,65,104,1
delavan,201907,232900,158,49,101,1
delavan,201908,236264,159,53,104,1
delavan,201909,238309,157,60,106,1
delavan,201910,237223,152,62,107,1
delavan,201911,224950,146,63,101,1
delavan,201912,227000,145,76,82,1
delavan,202001,228975,151,85,73,1
delavan,202002,239000,160,88,80,1
delavan,202003,236750,154,62,94,1
delavan,202004,225950,150,70,87,1
delavan,202005,215000,142,82,86,1
delavan,202006,223975,143,62,89,1
delavan,202007,234625,149,42,100,1
delavan,202008,220000,150,43,98,1
delavan,202009,218975,146,45,94,1
delavan,202010,227950,144,46,94,1
delavan,202011,232450,145,54,81,1
delavan,202012,224975,145,70,65,1
delavan,202101,224900,154,86,56,1
delavan,202102,218675,154,86,54,1
delavan,202103,192725,153,60,56,1
delavan,202104,234450,153,53,56,1
delavan,202105,239900,148,26,73,1
delavan,202106,249900,148,34,85,1
delavan,202107,244450,157,38,87,1
delavan,202108,229450,168,45,86,1
delavan,202109,254450,180,45,88,1
delavan,202110,244900,170,52,82,1
delavan,202111,243700,171,55,76,1
delavan,202112,238175,176,65,55,1
delavan,202201,229950,172,71,41,1
delavan,202202,238225,174,63,43,1
delavan,202203,250000,180,53,33,1
delavan,202204,243900,176,24,52,1
delavan,202205,249900,180,33,58,1
delavan,202206,320975,182,40,56,1
delavan,202207,337000,200,33,62,1
delavan,202208,312975,187,40,76,1
delavan,202209,314725,193,49,69,1
delavan,202210,329000,199,37,71,1
delavan,202211,287225,189,39,71,1
delavan,202212,277500,183,52,56,1
delavan,202301,296975,192,70,42,1
delavan,202302,329000,198,72,42,1
delavan,202303,322000,213,42,44,1
delavan,202304,325000,215,42,48,1
delavan,202305,327000,218,39,54,1
delavan,202306,316000,230,33,64,1
delavan,202307,324900,231,44,72,1
delavan,202308,349975,227,46,72,1
delavan,202309,348950,231,60,68,1
delavan,202310,357445,228,57,59,1
delavan,202311,358198,235,47,61,1
delavan,202312,359890,234,68,56,1
delavan,202401,369950,243,54,56,1
delavan,202402,376742,249,58,60,1
delavan,202403,376742,241,57,59,1
delavan,202404,374995,241,54,59,1
delavan,202405,372450,241,47,63,1
delavan,202406,371150,243,47,65,1
delavan,202407,365000,243,57,64,1
delavan,202408,365000,240,45,86,1
delavan,202409,363750,243,47,96,1
delavan,202410,362500,235,58,100,1
delavan,202411,360000,232,68,86,1
delavan,202412,388175,238,80,81,1
delavan,202501,389623,233,83,76,1
delavan,202502,394900,234,82,77,1
delavan,202503,400000,234,58,74,1
delavan,202504,394790,244,40,87,1
delavan,202505,399150,238,43,84,1
delavan,202506,399525,240,47,83,1
delavan,202507,404900,240,51,91,1
delavan,202508,432445,237,52,85,1
delavan,202509,416002,235,51,86,1
delavan,202510,399675,235,47,84,1
delavan,202511,399900,230,59,79,1
delavan,202512,403675,239,74,72,1
delavan,202601,417000,241,93,59,1
delavan,202602,378750,251,76,62,1
delavan,202603,385000,258,44,64,1
delavan,202604,399950,254,40,73,1
delavan,202605,427500,256,43,75,1
delavan,202606,437500,261,40,82,1
whitewater,201607,201000,104,66,117,1
whitewater,201608,215100,103,84,93,1
whitewater,201609,221975,109,96,91,1
whitewater,201610,229900,110,101,81,1
whitewater,201611,229900,109,103,83,1
whitewater,201612,229900,111,106,72,1
whitewater,201701,223700,110,106,60,1
whitewater,201702,213450,110,91,64,1
whitewater,201703,224900,107,71,65,1
whitewater,201704,225500,109,82,70,1
whitewater,201705,228625,114,58,80,1
whitewater,201706,224000,113,43,82,1
whitewater,201707,229500,115,53,87,1
whitewater,201708,244800,114,63,83,1
whitewater,201709,262450,124,65,77,1
whitewater,201710,261150,122,64,71,1
whitewater,201711,248650,120,83,57,1
whitewater,201712,244450,120,103,51,1
whitewater,201801,281175,130,121,43,1
whitewater,201802,299225,135,91,42,1
whitewater,201803,287250,132,48,46,1
whitewater,201804,285450,133,50,51,1
whitewater,201805,257450,121,44,57,1
whitewater,201806,249950,120,47,67,1
whitewater,201807,225700,118,49,74,1
whitewater,201808,226950,120,51,75,1
whitewater,201809,229000,125,64,82,1
whitewater,201810,231150,128,77,80,1
whitewater,201811,239000,132,89,66,1
whitewater,201812,239900,133,113,54,1
whitewater,201901,239900,139,126,39,1
whitewater,201902,236450,139,122,40,1
whitewater,201903,244186,134,85,49,1
whitewater,201904,254675,129,37,64,1
whitewater,201905,267400,123,39,70,1
whitewater,201906,249900,121,54,73,1
whitewater,201907,264450,121,60,66,1
whitewater,201908,249900,121,67,66,1
whitewater,201909,249900,120,71,66,1
whitewater,201910,249900,118,74,64,1
whitewater,201911,249900,125,81,52,1
whitewater,201912,252400,123,100,46,1
whitewater,202001,255000,125,116,45,1
whitewater,202002,247400,119,101,48,1
whitewater,202003,237675,115,63,45,1
whitewater,202004,243500,111,69,44,1
whitewater,202005,250000,117,52,43,1
whitewater,202006,259900,138,47,41,1
whitewater,202007,299900,130,55,39,1
whitewater,202008,239900,123,45,48,1
whitewater,202009,222450,119,52,47,1
whitewater,202010,199900,127,38,39,1
whitewater,202011,194900,111,45,36,1
whitewater,202012,197400,115,60,30,1
whitewater,202101,203950,118,73,23,1
whitewater,202102,202655,117,33,30,1
whitewater,202103,199900,132,34,32,1
whitewater,202104,241675,135,51,32,1
whitewater,202105,259500,132,36,39,1
whitewater,202106,259500,127,41,38,1
whitewater,202107,264700,132,43,33,1
whitewater,202108,294875,137,37,38,1
whitewater,202109,312450,147,40,37,1
whitewater,202110,319900,155,44,30,1
whitewater,202111,282450,149,45,26,1
whitewater,202112,223400,136,37,22,1
whitewater,202201,239900,137,60,15,1
whitewater,202202,249900,140,56,14,1
whitewater,202203,259900,158,36,14,1
whitewater,202204,274900,159,28,21,1
